company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
284,Covista,Healthcare,high,Healthcare educator with data roles.,2,Data Engineer; Financial Analyst,Data Engineer; Financial Analyst,data engineer; financial analyst
285,Cox Automotive,Consulting / Professional Services,medium,Business intelligence in consulting.,5,Business Intelligence Analyst II; Business Intelligence Manager,Business Intelligence,business analyst; business intelligence
286,"Creative Information Technology, Inc",Technology,high,Database roles in IT.,3,Database Analyst,Database Role,database analyst
287,Crescent Solutions,Finance & Insurance,medium,Compliance analyst in finance.,1,Operations Analyst,Operations Analyst,operations analyst
288,Cresset,Finance & Insurance,high,Private investment firm with data roles.,1,"Director, Data Engineer",Data Engineer,data engineer
289,Crown Equipment Corporation,Manufacturing,high,Product analysis in manufacturing.,1,Product Analyst,Product Analyst,product analyst
290,Crédit Agricole CIB,Finance & Insurance,high,Corporate and investment banking roles.,2,Liquidity Reporting Analyst; Regulatory Reporting Analyst,Financial Analyst,reporting analyst
291,Cummins Inc.,Manufacturing,medium,Financial roles in manufacturing.,1,Financial Analyst,Financial Analyst,financial analyst
292,Curtis Lane Holdings LLC,Consulting / Professional Services,medium,Sales operations in consulting.,2,Sales Operations Analyst,Operations Analyst,operations analyst
293,Cushman & Wakefield,Real Estate,medium,Financial analysis in real estate.,8,Financial Analyst; Product Analyst,Financial Analyst; Product Analyst,financial analyst; product analyst
294,Cuyahoga County Juvenile Court,Government / Public Sector,high,Data reporting in public sector.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
295,Cyber Resource Provider LLC,Technology,high,Data analysis in IT.,2,Data Analyst; Business Analyst,Data Analyst; Business Analyst,data analyst; business analyst
296,Cynet Systems,Energy / Utilities,medium,Data roles in energy sector.,3,Data Scientist; Business Analyst; Financial Analyst,Data Scientist; Business Analyst; Financial Analyst,data scientist; business analyst; financial analyst
297,Cypress HCM,Technology,high,Data governance in IT.,1,MDG Data Analyst,Data Analyst,data analyst
298,Cystems Logic,Technology,high,Data science role in IT.,1,Sr Data Scientist,Data Scientist,data scientist
299,Cytek Biosciences,Healthcare,medium,Sales role in medical solutions.,1,Reagent Product Manager,Other Data/Analytics Role,market research analyst
300,DASI,Transportation / Logistics,medium,Analytics in aircraft inventory support.,1,Data Analytics Manager,Analytics Manager,analytics manager
301,DATAEXL INFORMATION LLC,Technology,high,Data engineering role indicates a tech focus.,1,Sr. Data Engineer,Data Engineer,data engineer
302,DATASYS CONSULTING & SOFTWARE INC,Technology,high,Data engineering role indicates a tech focus.,1,Data Engineer,Data Engineer,data engineer
303,DCM Infotech Limited,Finance & Insurance,medium,Payment applications suggest finance industry.,1,Product Analyst,Product Analyst,product analyst
304,DFND Security,Technology,medium,Data protection role in a tech context.,1,Data Analyst,Other Data/Analytics Role,data analyst
305,DGN Technologies,Technology,high,Data science role indicates a tech focus.,2,Data Scientist II; Business Intelligence Analyst 3,Data Scientist; Business Intelligence,data scientist; business intelligence
306,DHRM,Government / Public Sector,high,Role in a state agency suggests public sector.,1,Enterprise Business and Analytics Manager,Analytics Manager,analytics manager
307,DKMRBH Inc,Technology,high,Data reporting role indicates a tech focus.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
308,DP Professionals Inc,Technology,high,Business analyst role in IT context.,1,Business Analyst,Business Analyst,business analyst
309,"DPP Tech, Inc.",Government / Public Sector,high,"Supports court systems, indicating public sector.",1,IT Analyst,Database Role,database analyst
310,DRC Systems USA LLC,Technology,high,Data engineering role indicates a tech focus.,1,Data Engineer,Data Engineer,data engineer
311,DSCC,Government / Public Sector,high,Political campaign committee suggests public sector.,1,States Reporting Analyst,Reporting Analyst,reporting analyst
312,DTCC,Finance & Insurance,high,Financial markets focus indicates finance industry.,3,Principal Data Engineer,Data Engineer,data engineer
313,DTSV,Government / Public Sector,high,"Supports USCIS, indicating public sector.",1,Project Manager,Other Data/Analytics Role,database analyst
314,"DVI Technologies, Inc.",Technology,high,Data engineering role indicates a tech focus.,1,Data Engineer,Data Engineer,data engineer
315,DaVita,Healthcare,high,Role in a healthcare organization.,1,Insights Analyst,Reporting Analyst,database analyst
316,Dahl Consulting,Energy / Utilities,high,Role in regulated energy sector.,1,s Operations Analyst,Operations Analyst,operations analyst
317,Daikin Applied Americas,Finance & Insurance,high,Financial reporting role indicates finance industry.,1,Reporting Analyst,Financial Analyst,reporting analyst
318,Daimler Truck North America,Finance & Insurance,high,Financial reporting role indicates finance industry.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
319,Dakota Bodies,Manufacturing,medium,Truck equipment suggests manufacturing industry.,1,Business Analyst,Business Analyst,business analyst
320,"Daley And Associates, LLC",Finance & Insurance,high,Investment operations role indicates finance industry.,3,Investment Operations Analyst; Senior Investment Operations Analyst; Compliance Reporting Analyst,Operations Analyst; Reporting Analyst,operations analyst; reporting analyst
321,Dana-Farber Cancer Institute,Healthcare,high,Role in a cancer institute indicates healthcare.,1,Senior Workday Reporting Analyst,Reporting Analyst,reporting analyst
322,DataSync Inc.,Other / Unknown,medium,Utility operations context suggests utilities.,2,Data Analyst; Product Analyst,Data Analyst; Product Analyst,data analyst; product analyst
323,Datasire,Technology,high,Data analysis role indicates a tech focus.,1,Senior Data Analyst,Data Analyst,data analyst
324,Decisionpoint Corporation,Government / Public Sector,high,"Supports DoD initiatives, indicating public sector.",1,Data Engineer,Data Engineer,data engineer
325,Deep Blue Investment Advisors,Finance & Insurance,medium,Investment advisory suggests finance industry.,1,Operations Analyst,Operations Analyst,operations analyst
326,DeepRec.ai,Healthcare,high,Healthcare technology startup indicates healthcare.,1,Senior Data Engineer,Data Engineer,data engineer
327,Deloitte,Consulting / Professional Services,high,Consulting firm with analytics focus.,69,Workforce Data & Analytics Manager; GFS Reporting and Analytics Manager; Data Analytics Manager- Data Lake; CRM Data and Analytics Manager,Analytics Manager,analytics manager
328,Deluxe,Finance & Insurance,high,Financial analyst role indicates finance industry.,3,Financial Analyst; Technical Product Analyst II,Financial Analyst; Product Analyst,financial analyst; product analyst
329,Denver Regional Council of Governments,Government / Public Sector,high,Regional council indicates public sector.,1,Data Analyst,Data Analyst,data analyst
330,"Detroit, MI",Other / Unknown,low,Market research role in unspecified industry.,1,Market Research Analyst,Market Research Analyst,market research analyst
331,Deutsche Bank,Finance & Insurance,high,Credit trading role indicates finance industry.,1,High Yield Credit Trader,Other Data/Analytics Role,market research analyst
332,Dexian,Healthcare,medium,Life sciences focus suggests healthcare.,1,Life Sciences Field Research Analyst,Market Research Analyst,market research analyst
333,Dexian DISYS,Technology,high,Data science role indicates a tech focus.,2,"Lead, Data Scientist; Database Analyst",Data Scientist; Database Role,data scientist; database analyst
334,Dext Capital,Technology,high,Data analysis role indicates a tech focus.,1,Reporting Analyst,Reporting Analyst,reporting analyst
335,Dhalite Inc.,Technology,high,Data analysis role indicates a tech focus.,5,Data Analyst; Business Data Analyst; Business Analyst; Junior Business Intelligence Analyst,Data Analyst; Business Analyst; Business Intelligence,data analyst; business analyst; business intelligence
336,Diamond Hill,Finance & Insurance,high,Structured product role indicates finance industry.,1,Structured Product Analyst,Product Analyst,product analyst
337,Discovery Land Company,Media / Entertainment,medium,Marketing role in a land company suggests media.,1,Marketing & Analytics Manager,Analytics Manager,analytics manager
338,Diverse Lynx Llc,Technology,high,Business analyst role indicates a tech focus.,1,Business Analyst,Business Analyst,business analyst
339,Diversified Careers,Technology,high,Market research role indicates a tech focus.,1,Jr Market Research Analyst,Market Research Analyst,market research analyst
340,Dow Jones & Company,Media / Entertainment,medium,Research role in carbon markets suggests media.,1,Senior Research Analyst,Market Research Analyst,market research analyst
341,DrFirst,Healthcare,high,Healthcare technology focus indicates healthcare.,1,Product Analyst,Product Analyst,product analyst
342,Drata,Media / Entertainment,medium,Marketing analytics role suggests media.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
343,Driscoll Children's Hospital,Healthcare,high,Role in children's hospital indicates healthcare.,1,Data & Analytics Manager,Analytics Manager,analytics manager
344,Duke Energy,Energy / Utilities,high,Energy company indicates utilities sector.,1,Senior IT Database Analyst,Database Role,database analyst
345,Duluth Trading Company,Retail / E-commerce,medium,Retail company suggests e-commerce focus.,1,FP&A Manager,Analytics Manager,analytics manager
346,Dynanet Corporation,Technology,high,Data analyst role indicates a tech focus.,1,Data Analyst,Data Analyst,data analyst
347,ECS,Government / Public Sector,high,Veterans Health Administration indicates public sector.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
348,"EITAcies, Inc.",Technology,high,Data science role indicates a tech focus.,1,Senior Data Scientist,Data Scientist,data scientist
349,"ENGINEERING SERVICES NETWORK, Inc.",Government / Public Sector,high,"Supports military initiatives, indicating public sector.",1,Database Management Analyst lll,Database Role,database analyst
350,EPAM Systems,Technology,high,Data science role indicates a tech focus.,2,Senior Data Scientist; Lead Data Scientist,Data Scientist,data scientist
351,ESRhealthcare and EXEC STAFF RECRUITERS,Healthcare,high,Focus on healthcare database roles.,1,"Oracle Database Application Analyst New York City, NY",Database Role,database analyst
352,EXL,Consulting / Professional Services,high,Data management solutions for organizations.,2,Business Intelligence Team Lead; Product Analyst,Business Intelligence; Product Analyst,business intelligence; product analyst
353,"Early Warning Services, LLC",Finance & Insurance,high,Payments and financial services focus.,1,Fraud Risk Analytics Manager,Analytics Manager,analytics manager
354,East Daley Analytics,Energy / Utilities,high,Energy market insights and analytics.,1,Energy Market Analyst,Market Research Analyst,market research analyst
355,"Edify Technologies, Inc.",Technology,high,Data analysis and engineering roles.,2,Data Analyst; Data Engineer,Data Analyst; Data Engineer,data analyst; data engineer
356,Educated Solutions Corp,Consulting / Professional Services,medium,Supply chain operations in technology.,1,Supply Chain Operations Analyst,Operations Analyst,operations analyst
357,Edward Jones,Finance & Insurance,high,Financial risk analysis and reporting.,1,Senior Digital Risk Visualization & Reporting Analyst,Reporting Analyst,reporting analyst
358,"Ekman Associates, Inc",Consulting / Professional Services,medium,Management consulting and staffing solutions.,1,Data Engineer,Data Engineer,data engineer
359,"Ekman Associates, Inc.",Consulting / Professional Services,medium,Management consulting and staffing solutions.,1,Data Engineer,Data Engineer,data engineer
360,Elder Research,Energy / Utilities,high,Analytics in energy sector.,1,Principal Analytics Manager,Analytics Manager,analytics manager
361,"Elder Research, Inc.",Energy / Utilities,high,Analytics in energy sector.,1,Principal Analytics Manager with Security Clearance,Analytics Manager,analytics manager
362,"Electronic Consulting Services, Inc",Technology,high,Data science and business intelligence roles.,6,Data Scientist; Senior Data Scientist; Senior Business Intelligence Analyst; Junior Business Intelligence Analyst,Data Scientist; Business Intelligence; Data Engineer,data scientist; business intelligence; data engineer
363,Elegant Enterprise Wide Solutions,Consulting / Professional Services,medium,Market research in business environment.,1,"Market Research Analyst in Baltimore, MD",Market Research Analyst,market research analyst
364,Elevance Health,Healthcare,high,Financial reporting in healthcare.,5,Financial Reporting Analyst,Reporting Analyst; Financial Analyst,reporting analyst
365,Elevance health,Healthcare,high,Financial reporting in healthcare.,2,Financial Reporting Analyst,Financial Analyst,reporting analyst
366,Elevated Resources,Consulting / Professional Services,medium,Market research and analysis.,1,Elevated Resources Inc: Market Researcher/Data Analyst,Market Research Analyst,market research analyst
367,Eliassen Group,Technology,high,Data analysis and engineering roles.,63,Data Analyst; Senior Data Scientist; Business Analyst; Data Engineer,Data Analyst; Data Scientist; Business Analyst; Data Engineer,data analyst; data scientist; business analyst; data engineer
368,Ellianse LLC,Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
369,Ellis Medicine,Healthcare,high,Financial analysis in healthcare.,1,Financial Analyst,Financial Analyst,database analyst
370,Embry-Riddle Aeronautical University,Education,high,Analytics in aviation and aerospace education.,1,Data Governance & Analytics Manager,Analytics Manager,analytics manager
371,Emonics LLC,Technology,high,Data analysis in IT.,1,Data Analyst,Data Analyst,data analyst
372,EmpiRx Health,Healthcare,high,Analytics in pharmacy benefits management.,1,Reporting Analytics Manager,Analytics Manager,analytics manager
373,Empire,Media / Entertainment,high,Music industry financial analysis.,1,Revenue Reporting Analyst,Reporting Analyst,reporting analyst
374,Encompass Supply Chain Solutions,Retail / E-commerce,medium,Supply chain solutions for appliances.,1,Pricing Strategy & Analytics Manager,Analytics Manager,analytics manager
375,Encore Consulting Services,Technology,high,Software development and engineering.,1,Software Engineer,Other Data/Analytics Role,database analyst
376,Energy Transfer,Energy / Utilities,high,Financial analysis in energy sector.,1,Financial Analyst,Financial Analyst,financial analyst
377,Entergy,Energy / Utilities,high,Financial analysis in energy sector.,1,Financial Analyst,Financial Analyst,financial analyst
378,Enterprise Business Solutions Inc,Consulting / Professional Services,medium,Business analysis in technology.,1,Business Analyst,Business Analyst,business analyst
379,Enterprise Minds,Technology,high,Data science and analytics roles.,1,Data Scientist,Data Scientist,data scientist
380,Essen Medical Associates,Healthcare,high,Analytics in healthcare services.,1,Analytics Manager,Analytics Manager,analytics manager
381,Essense of Australia,Retail / E-commerce,medium,Marketing analytics in bridal fashion.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
382,Estuate Inc.,Technology,high,Data science in IT.,1,Data Scientist II,Data Scientist,data scientist
383,Esvee Technologies Inc,Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
384,Euclid Innovations,Technology,high,Data engineering in IT.,1,Data Engineer,Data Engineer,data engineer
385,Eurasia Group,Finance & Insurance,high,Market research in political risk.,1,Global Markets Research Analyst,Market Research Analyst,market research analyst
386,Eurofins US Network,Healthcare,medium,Analytical testing services in life sciences.,1,PSS Analytical Manager,Other Data/Analytics Role,analytics manager
387,Everest Technologies,Technology,high,Data science in IT.,1,ML Data Scientist,Data Scientist,data scientist
388,Everwise Credit Union,Finance & Insurance,medium,Product analysis in financial services.,1,Product Analyst,Product Analyst,product analyst
389,Evolve Careers,Technology,medium,Product analysis in IT.,1,Product Analyst,Product Analyst,product analyst
390,Excelon Solutions LLC,Finance & Insurance,high,Data analysis in insurance.,1,Guidewire Data Analyst,Data Analyst,data analyst
391,Expedient Staffing Solutions,Finance & Insurance,high,Financial reporting in finance.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
392,"Expedite Technology Solutions, LLC",Technology,high,Business analysis in restaurant technology.,1,Business Analyst,Business Analyst,business analyst
393,Experis,Finance & Insurance,high,Financial analysis in energy sector.,1,Refinery Financial Analyst II,Financial Analyst,financial analyst
394,FM,Finance & Insurance,high,Data science in insurance.,2,Data Scientist,Data Scientist,data scientist
395,FWI,Government / Public Sector,medium,Support for US Census Bureau.,1,Schedule Reporting Analyst,Reporting Analyst,reporting analyst
396,Factspan Inc,Technology,high,Data science in IT.,1,Data Scientist,Data Scientist,data scientist
397,Fairbanks Morse Defense,Manufacturing,medium,Financial analysis in manufacturing.,1,Senior Financial Analyst,Financial Analyst,financial analyst
398,Fairfax Water,Government / Public Sector,medium,Business analysis in public utilities.,1,SAP S/4 HANA Business Systems Analyst,Business Analyst,business analyst
399,Family Farms Inc,Finance & Insurance,high,Financial data analysis.,1,Financial Data Analyst,Financial Analyst,data analyst
400,FanDuel,Media / Entertainment,high,Data engineering in entertainment.,6,Data Engineer; Senior Data Engineer; Analytics Manager; Product Analyst,Data Engineer; Analytics Manager; Product Analyst,data engineer; analytics manager; product analyst
401,FedEx Office,Transportation / Logistics,high,Company specializes in shipping and logistics services.,7,Sr. Data Analyst; Sr. Data Scientist; Data Scientist Advisor; Data Engineer Advisor,Data Analyst; Data Scientist; Data Engineer,data analyst; data scientist; data engineer
402,Feetures,Retail / E-commerce,medium,Focus on movement and consumer products.,1,Data Analyst Manager,Analytics Manager,data analyst
403,Ferrovialcompany,Other / Unknown,low,Limited information on industry focus.,1,Data Analyst,Data Analyst,database analyst
404,Financial Analyst Opportunity - Woodlands,Finance & Insurance,high,Role involves financial analysis and reporting.,1,Financial Analyst,Financial Analyst,financial analyst
405,First Chicago Insurance Company,Finance & Insurance,high,Insurance company requiring data analysis.,1,Data & Reporting Analyst,Reporting Analyst,reporting analyst
406,First Horizon Bank,Finance & Insurance,high,Banking roles focused on financial analytics.,6,Credit Card Risk and Analytics Manager; Senior Financial Analyst,Analytics Manager; Financial Analyst,analytics manager; financial analyst
407,First Interstate Bank,Finance & Insurance,medium,Operations analyst role in a banking context.,1,Security Operations Analyst III,Operations Analyst,operations analyst
408,First Quality,Manufacturing,medium,Company involved in production and supply.,1,Financial Analyst,Financial Analyst,financial analyst
409,First Soft Solutions,Other / Unknown,low,Limited context on industry application.,1,Database Analysts,Database Role,database analyst
410,FirstBank,Finance & Insurance,high,Financial reporting role in a banking environment.,1,External Reporting Analyst,Financial Analyst,reporting analyst
411,Fiserv,Finance & Insurance,high,Fintech company focused on financial services.,3,Product Analyst; Sr. Product Analyst,Product Analyst,product analyst
412,Fitt Scientific Llc - Totalsource,Government / Public Sector,medium,Supports government-related database analysis.,1,NAVFAC Database Analyst,Database Role,database analyst
413,FlairTech Solutions,Technology,high,Data science role in a tech-focused environment.,1,Data Scientist,Data Scientist,data scientist
414,FocusKPI,Technology,high,SaaS company requiring marketing operations analysis.,117,Marketing Operations Analyst,Operations Analyst,operations analyst
415,FoodStory Brands,Consulting / Professional Services,medium,Analytics role in a consumer insights context.,1,Consumer Insights & Analytics Manager,Analytics Manager,analytics manager
416,Forhyre,Technology,high,Product analyst role in a tech ecosystem.,20,Senior Product Analyst,Product Analyst,product analyst
417,Fremont Solutions Group,Government / Public Sector,medium,Supports law enforcement and public safety.,1,Business Intelligence Developer,Business Intelligence,business intelligence
418,Frost & Sullivan,Consulting / Professional Services,high,Market research analyst in a consulting firm.,1,"Industry Analyst, Security",Market Research Analyst,market research analyst
419,Fuel Cycle,Media / Entertainment,medium,Market research in a consumer insights context.,2,Senior Research Manager,Other Data/Analytics Role,market research analyst
420,"Full Employment Council, Inc.",Nonprofit,medium,Supports employment and training initiatives.,1,Payroll/Financial Analyst,Financial Analyst,financial analyst
421,Fusion 2 Inc,Government / Public Sector,medium,Operations analyst role with security clearance.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
422,Fusion HCR,Finance & Insurance,high,Reporting analyst role in a financial context.,1,Senior Reporting Analyst,Reporting Analyst,reporting analyst
423,FutureTech Consultants LLC,Technology,high,Data science role focused on AI applications.,1,Data Scientist AI,Data Scientist,data scientist
424,Futuremindz llc,Technology,high,Data roles in a tech-driven environment.,3,Data Analyst; Data Scientist; Data Engineer,Data Analyst; Data Scientist; Data Engineer,data analyst; data scientist; data engineer
425,Fuze Health,Healthcare,high,Focus on healthcare data management.,1,Database Analyst,Database Role,database analyst
426,Fynbosys Inc,Technology,high,Data science role in AI and web services.,1,Lead Data Scientist,Data Scientist,data scientist
427,GAINSCO,Finance & Insurance,high,Product analyst role in a financial context.,1,Product Analyst III,Product Analyst,product analyst
428,GCI Communication Corp,Finance & Insurance,high,Financial analyst role in a telecom company.,1,Financial Analyst,Financial Analyst,financial analyst
429,"GCI, Inc",Government / Public Sector,medium,Geospatial analysis with security clearance.,1,Geospatial Analyst/Software Developer (TS/SCI with Poly Required with Security Clearance,Other Data/Analytics Role,database analyst
430,GD Information Technology,Government / Public Sector,high,Database role requiring security clearance.,1,Database Administrator Senior- TS/SCI w/Poly,Database Role,database analyst
431,GDH,Energy / Utilities,medium,Involves energy sector data management.,3,Data Analyst III; Data Product Analyst; Financial/Reporting Analyst,Data Analyst; Product Analyst; Financial Analyst,data analyst; product analyst; reporting analyst
432,GE Vernova,Healthcare,medium,Operations analyst role in healthcare context.,2,Operations Analyst,Operations Analyst,operations analyst
433,GXO Logistics,Transportation / Logistics,high,Financial analysis in logistics operations.,1,Lead Financial Analyst,Financial Analyst,financial analyst
434,Galent,Technology,high,Data science role in tech product development.,1,Data Scientist,Data Scientist,data scientist
435,Gamma,Technology,high,Product analyst role in a tech company.,1,Product Analyst,Product Analyst,product analyst
436,Gaston County Schools,Education,high,Role focused on educational instruction.,1,CTE,Other Data/Analytics Role,database analyst
437,Gateway Geospatial Group,Government / Public Sector,medium,Data engineering role in a public sector project.,1,Senior Data Engineer with Security Clearance,Data Engineer,database analyst
438,Gellert Global Group,Technology,high,Business data analyst role in tech.,1,IT Business Data Analyst,Business Analyst,data analyst
439,GenAquarius LLC,Technology,high,Data analyst role in a tech environment.,1,Data Analyst,Data Analyst,data analyst
440,Generac Power Systems,Consulting / Professional Services,medium,Sustainability reporting in a consulting context.,1,Lead Sustainability Reporting Analyst,Reporting Analyst,reporting analyst
441,General Dynamics Information Technology,Government / Public Sector,high,Operations analyst roles in government IT.,5,Operations Analyst Principal; Operations Analyst Tech; Database Analyst; Database Administrator Senior- TS/SCI w/Poly,Operations Analyst; Database Role,operations analyst; database analyst
442,Generis TEK Inc.,Technology,high,Product quality analyst in a tech environment.,1,Product Quality Analyst,Product Analyst,product analyst
443,Genesis10,Technology,high,Data roles in a tech and finance context.,20,Data Analyst; Senior Data Analyst; Senior Data Scientist; Data Scientist 2,Data Analyst; Financial Analyst; Data Scientist; Business Analyst,data analyst; data scientist; business analyst; data engineer
444,Gentis Solutions,Healthcare,high,Business analyst role in healthcare systems.,1,Business Analyst,Business Analyst,business analyst
445,GeoWealth,Finance & Insurance,high,Operations analyst in a fintech firm.,1,Operations Analyst,Operations Analyst,operations analyst
446,"Gep Administrative Services, Llc",Media / Entertainment,medium,Product analyst in the entertainment industry.,1,Associate Product Analyst,Product Analyst,product analyst
447,Global Connect Technologies,Technology,high,Data scientist role in tech solutions.,1,Data Scientist,Data Scientist,data scientist
448,Global Soft Systems,Technology,high,Senior data engineer in a tech company.,1,Senior Data Engineer,Data Engineer,data engineer
449,Globex IT Solutions INC,Technology,high,Principal data scientist in tech forecasting.,1,Principal Data Scientist,Data Scientist,data scientist
450,Golden Resources. Inc.,Technology,high,Data analyst role in a tech environment.,1,Data Analyst,Data Analyst,data analyst
451,Golden Technology,Technology,high,Data analysis role indicates a tech focus.,1,Data Analyst,Data Analyst,data analyst
452,Good Inside,Other / Unknown,medium,Parenting guidance suggests a unique industry.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
453,Gov Services Hub,Government / Public Sector,high,Government services indicate public sector.,2,: Data Analyst; Business Analyst,Data Analyst; Business Analyst,data analyst; business analyst
454,GovCIO,Government / Public Sector,high,Government contracting suggests public sector.,7,Lead Data Analyst; Data Scientist; Business Intelligence Lead; Oracle Database Administrator-SME,Data Analyst; Data Scientist; Business Intelligence; Database Role,data analyst; data scientist; business intelligence; database analyst
455,Govcio LLC,Government / Public Sector,high,Government services indicate public sector.,3,Sr. Instructional Developer; Oracle Database Administrator-SME; Senior Oracle Database Administrator,Other Data/Analytics Role; Database Role,data scientist; database analyst
456,Grainger Businesses,Retail / E-commerce,high,Distributor role suggests retail industry.,1,Reporting & Analytics Manager,Analytics Manager,analytics manager
457,Grand Circle,Hospitality,high,Travel and adventure indicate hospitality.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
458,Grange Insurance Association,Finance & Insurance,high,Insurance industry focus is clear.,2,Product Analyst; Senior Product Analyst,Product Analyst,product analyst
459,Gsd&M,Media / Entertainment,medium,Marketing analytics suggests media industry.,1,Media Analytics Manager,Analytics Manager,analytics manager
460,Guggenheim Investments,Consulting / Professional Services,high,Consultant role indicates professional services.,1,"Consultant Database Analyst, Senior Associate",Database Role,database analyst
461,Guidehouse,Consulting / Professional Services,high,Financial consulting indicates professional services.,2,Financial Analyst; Data Engineer,Financial Analyst; Data Engineer,financial analyst; database analyst
462,H-S International,Energy / Utilities,medium,Solar utility suggests energy sector.,1,Business Reporting Analyst,Reporting Analyst,reporting analyst
463,HAYS,Technology,high,Data roles indicate a tech focus.,2,Data Analyst; Senior Data Engineer,Data Analyst; Data Engineer,data analyst; data engineer
464,HCA Healthcare,Healthcare,high,Healthcare focus is evident.,5,Senior Product Analyst; Product Analyst II; Consulting Product Analyst Pharmacy; Senior Product Analyst Expanse ITOC,Product Analyst,product analyst
465,HD Supply,Finance & Insurance,high,Financial analysis indicates finance sector.,1,Financial Analyst,Financial Analyst,financial analyst
466,"HEPCO, Inc.",Government / Public Sector,high,Public utility organization indicates government.,1,"Business Analyst, level 1, W2 only, No C2C",Business Analyst,business analyst
467,HII Mission Technologies,Government / Public Sector,high,Security clearance suggests government work.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
468,HTC Global Services Inc,Healthcare,high,Healthcare IT focus is clear.,5,Business Analyst; Business Intelligence Analyst; Data Engineer,Business Analyst; Business Intelligence; Data Engineer,business analyst; business intelligence; data engineer
469,HUB International,Finance & Insurance,high,Insurance focus is evident.,1,Product Analyst,Product Analyst,product analyst
470,Hamblen County School District,Education,medium,School district indicates education sector.,1,Computer Technician,Other Data/Analytics Role,database analyst
471,Hanwha Techwin America Inc,Technology,high,Sales analytics in tech industry.,1,Sr. Sales Analytics Manager,Analytics Manager,analytics manager
472,Harman Becker Automotive Systems Manufacturing Kft,Manufacturing,high,Automotive systems indicate manufacturing.,1,Strategy & Analytics Manager,Analytics Manager,analytics manager
473,Harnham,Healthcare,high,Clinical data role suggests healthcare.,17,Data Scientist; Clinical Data Scientist,Data Scientist,data scientist
474,Harvey Nash,Technology,high,Data analysis role indicates tech focus.,1,Data Analyst,Data Analyst,data analyst
475,Havas Group,Media / Entertainment,medium,Reporting in media context.,1,Senior Reporting Analyst,Reporting Analyst,reporting analyst
476,Havas Media,Media / Entertainment,medium,Reporting in media context.,1,Senior Reporting Analyst,Reporting Analyst,reporting analyst
477,Healthcare IT Leaders,Healthcare,high,Healthcare financial analysis is clear.,1,Workday Financial Analyst,Financial Analyst,financial analyst
478,Healthix,Healthcare,high,Data analysis role in healthcare.,1,Data Analyst,Data Analyst,database analyst
479,Hearth & Home Technologies,Manufacturing,high,Manufacturing of hearth products is clear.,1,Sales Analytics Manager,Analytics Manager,analytics manager
480,"Henderson, NV",Technology,high,Data visualization indicates tech focus.,1,Data Visualization Analyst I,Data Analyst,database analyst
481,Hepburn and Sons LLC,Consulting / Professional Services,high,Operations analyst in consulting context.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
482,Heraeus Group Inc,Technology,high,Data analyst role indicates tech focus.,1,Data Analyst Clerk,Data Analyst,database analyst
483,HighLevel,Technology,high,Analytics in tech industry.,2,Finance Analytics Manager,Financial Analyst,analytics manager
484,Highmark Health,Healthcare,high,Healthcare financial analysis is clear.,113,Financial Analyst; Functional Product Analyst; Senior Reporting Analyst; Data Reporting Analyst,Financial Analyst; Product Analyst; Reporting Analyst,financial analyst; product analyst; reporting analyst
485,Hilliary Communications,Finance & Insurance,high,Regulatory reporting in finance.,1,Regulatory Reporting Analyst,Reporting Analyst,reporting analyst
486,Hire IT People,Technology,high,Data engineering indicates tech focus.,1,Data Engineer,Data Engineer,data engineer
487,Hire Tech Services,Technology,high,Data engineering indicates tech focus.,1,Lead Data Engineer,Data Engineer,data engineer
488,HireTalent - Staffing & Recruiting Firm,Energy / Utilities,medium,Analytics role in energy organization.,1,Data Analyst,Data Analyst,data analyst
489,Hisense USA,Transportation / Logistics,medium,Logistics planning indicates logistics sector.,1,Logistics Planning & Analytics Manager,Analytics Manager,analytics manager
490,Hitachi,Technology,high,Product analysis in tech industry.,2,Product Analyst; Database & BI Analyst,Product Analyst; Business Intelligence,product analyst; database analyst
491,Hologic,Healthcare,high,Financial analysis in healthcare.,1,Financial Analyst,Financial Analyst,financial analyst
492,Home Depot,Retail / E-commerce,high,HR data analysis in retail context.,1,Data Analyst,Data Analyst,data analyst
493,Home Office Careers,Finance & Insurance,high,Actuarial role indicates finance sector.,1,Actuarial Product Analyst,Product Analyst,product analyst
494,HonorVet Technologies,Other / Unknown,medium,Sales operations role suggests sales industry.,1,Sales Operations Analyst,Operations Analyst,operations analyst
